1038433.107513159, 0.04708281856336972
4244665.721328184, 0.011177048554023348
14920877.282473443, 0.003258450683964005
55154792.811838485, 0.0009023818146768887
86721257.89531155, 0.0005683905387007215
136353999.1275422, 0.000568390538700721
166732406.37568998, 0.0006980172750582384
586098868.0551964, 0.0006980172750582384
2166505428.793288, 0.0006980172750582384
9792663220.179045, 0.0006980172750582384
9792663220.179045, 0.0002373912372934927
26770809919.960052, 0.0002499018762097523
46545734807.74891, 0.00026991484182945733
66182951768.5425, 0.00034009364205733506
85101321819.91255, 0.0004999018665795849
80927900025.09274, 0.0013609087183158307
109427500314.94725, 0.0015081295923534605
121004785953.209, 0.010085965356911272
121004785953.209, 0.9746475235498293
